slug,title,current_creator,connection_types,clicks,impressions,helena_tags,should_be_authored_by_helena,live_url
thursday-club-with-talk-radio-pisco-cachaca-and-absinthe,"Thursday Club with talk RADIO: Pisco, Cachaça and Absinthe",HelenaNicklin,authored_by_her|tagged_helena|image_mentions,0,0,helena nicklin|helenasips,yes,https://www.thethreedrinkers.com/magazine-content/thursday-club-with-talk-radio-pisco-cachaca-and-absinthe
thursday-club-with-talk-radio-quintessentially-english-drinks,Thursday Club with talk RADIO: Quintessentially English Drinks,HelenaNicklin,authored_by_her|tagged_helena,0,0,helena nicklin,yes,https://www.thethreedrinkers.com/magazine-content/thursday-club-with-talk-radio-quintessentially-english-drinks
thursday-club-with-talk-radio-sparkling-wines,Thursday Club with Talk Radio: Sparkling Wines,HelenaNicklin,authored_by_her|tagged_helena|image_mentions,0,0,helena nicklin,yes,https://www.thethreedrinkers.com/magazine-content/thursday-club-with-talk-radio-sparkling-wines
thursday-club-with-talk-radio-spring-wines,Thursday Club with Talk Radio: Spring Wines,HelenaNicklin,authored_by_her|tagged_helena|image_mentions,0,0,helenasips|helena nicklin,yes,https://www.thethreedrinkers.com/magazine-content/thursday-club-with-talk-radio-spring-wines
thursday-club-with-talk-radio-summer-sips-from-sainsburys,Thursday Club with talk RADIO: Summer Sips from Sainsbury's,helena@thethreedrinkers.com,authored_by_her|tagged_helena,0,0,helena nicklin,yes,https://www.thethreedrinkers.com/magazine-content/thursday-club-with-talk-radio-summer-sips-from-sainsburys
thursday-club-with-talk-radio-the-famous-grapes-from-piedmont-italy,"Thursday Club with talk RADIO: The famous grapes from Piedmont, Italy",HelenaNicklin,authored_by_her|tagged_helena,0,0,helean nicklin|helenasips,yes,https://www.thethreedrinkers.com/magazine-content/thursday-club-with-talk-radio-the-famous-grapes-from-piedmont-italy
thursday-club-with-talk-radio-top-tesco-picks,Thursday Club with Talk Radio: Top Tesco Picks,HelenaNicklin,authored_by_her|tagged_helena,0,0,helean nicklin,yes,https://www.thethreedrinkers.com/magazine-content/thursday-club-with-talk-radio-top-tesco-picks
thursday-club-with-talk-radio-top-wines-from-co-op,Thursday Club with talk RADIO: Top wines from Co-op,helena@thethreedrinkers.com,authored_by_her|tagged_helena,0,0,helena nicklin,yes,https://www.thethreedrinkers.com/magazine-content/thursday-club-with-talk-radio-top-wines-from-co-op
thursday-club-with-talk-radio-top-wines-from-morrisons,Thursday Club with Talk Radio: Top Wines from Morrisons,HelenaNicklin,authored_by_her|tagged_helena,0,0,helena nicklin,yes,https://www.thethreedrinkers.com/magazine-content/thursday-club-with-talk-radio-top-wines-from-morrisons
thursday-club-with-talk-radio-unusual-pinot-noir,Thursday Club with Talk Radio: Unusual Pinot Noir,HelenaNicklin,authored_by_her|tagged_helena|image_mentions,0,0,helena|helenasips|helena nicklin,yes,https://www.thethreedrinkers.com/magazine-content/thursday-club-with-talk-radio-unusual-pinot-noir
thursday-club-with-talk-radio-waitrose-summer-whites,Thursday Club with Talk Radio: Waitrose Summer Whites,HelenaNicklin,authored_by_her,0,0,,yes,https://www.thethreedrinkers.com/magazine-content/thursday-club-with-talk-radio-waitrose-summer-whites
thursday-club-with-talk-radio-white-wine-from-rueda-spain,"Thursday Club with talk RADIO: White Wine from Rueda, Spain",helena@thethreedrinkers.com,authored_by_her|tagged_helena,0,0,helena nicklin,yes,https://www.thethreedrinkers.com/magazine-content/thursday-club-with-talk-radio-white-wine-from-rueda-spain
thursday-club-with-talkradio-rum-cocktails,Thursday Club with talkRADIO: Rum Cocktails,HelenaNicklin,authored_by_her|tagged_helena,0,0,helena nicklin,yes,https://www.thethreedrinkers.com/magazine-content/thursday-club-with-talkradio-rum-cocktails
thursday-club-with-talkradio-tryanuary-wines,Thursday Club with talkRADIO: Tryanuary wines!,HelenaNicklin,authored_by_her,0,0,,yes,https://www.thethreedrinkers.com/magazine-content/thursday-club-with-talkradio-tryanuary-wines
thursday-drinks-club-with-talkradio,Thursday Club with Talk RADIO: Chardonnay,HelenaNicklin,authored_by_her|tagged_helena|image_mentions,0,0,helena niclin|helena sips,yes,https://www.thethreedrinkers.com/magazine-content/thursday-drinks-club-with-talkradio
toasting-2020-with-the-most-luxurious-champagnes,Toasting 2020 with the most luxurious champagnes,HelenaNicklin,authored_by_her|image_mentions,0,0,,yes,https://www.thethreedrinkers.com/magazine-content/toasting-2020-with-the-most-luxurious-champagnes
top-jubilee-tipples-for-every-budget,Top Jubilee Tipples for Every Budget,HelenaNicklin,authored_by_her|tagged_helena|image_mentions,0,0,helena nicklin|helena sips,yes,https://www.thethreedrinkers.com/magazine-content/top-jubilee-tipples-for-every-budget
top-rated-celebrity-wines,Thursday Club with Talk Radio: Celebrity wines part 2!,HelenaNicklin,authored_by_her|tagged_helena|image_mentions,0,0,helena nicklin,yes,https://www.thethreedrinkers.com/magazine-content/top-rated-celebrity-wines
top-wines-from-sainsburys-under-10-pounds-2022,Top white Wines from Sainsbury’s Under £10 for 2022,HelenaNicklin,authored_by_her|tagged_helena,477,32646,helena nicklin,yes,https://www.thethreedrinkers.com/magazine-content/top-wines-from-sainsburys-under-10-pounds-2022
tys1goptlb7qcgn1ldcyxc9req6z2e,Perfect Pairings: Manzanilla with Fish &amp; Chips,helena@thethreedrinkers.com,authored_by_her|inline_byline|tagged_helena|body_mentions,0,0,helena|helena nicklin,yes,https://www.thethreedrinkers.com/magazine-content/tys1goptlb7qcgn1ldcyxc9req6z2e
uncle-nearest-founding-father-tennessee-whiskey,"Uncle Nearest: A True, Black, Whiskey Icon",HelenaNicklin,authored_by_her,483,58684,,yes,https://www.thethreedrinkers.com/magazine-content/uncle-nearest-founding-father-tennessee-whiskey
unusual-facts-about-whisky,23 Unusual Facts About Whisky,HelenaNicklin,authored_by_her,0,0,,yes,https://www.thethreedrinkers.com/magazine-content/unusual-facts-about-whisky
vermouth-cocktail-recipes-cocchi-vermouth-di-torino,"One Drink, Three Ways: Cocchi Vermouth di Torino",HelenaNicklin,authored_by_her,1460,41444,,yes,https://www.thethreedrinkers.com/magazine-content/vermouth-cocktail-recipes-cocchi-vermouth-di-torino
veuve-clicquot-champagne,Veuve Clicquot: The Original Grande Dame of Champagne,HelenaNicklin,authored_by_her,0,0,,yes,https://www.thethreedrinkers.com/magazine-content/veuve-clicquot-champagne
viajante87,Viajante 87,HelenaNicklin,authored_by_her,0,0,,yes,https://www.thethreedrinkers.com/magazine-content/viajante87
virtual-online-wine-spirits-beer-cocktail-tasting-masterclass,Lockdown List: Companies running virtual wine &amp; spirits tastings,HelenaNicklin,authored_by_her,0,0,,yes,https://www.thethreedrinkers.com/magazine-content/virtual-online-wine-spirits-beer-cocktail-tasting-masterclass
were-shaking-things-up-at-the-three-drinkers,News: We're shaking things up at The Three Drinkers!,TheThreeDrinkers,image_mentions,0,0,,no,https://www.thethreedrinkers.com/magazine-content/were-shaking-things-up-at-the-three-drinkers
what-are-the-main-styles-of-martini,Thursday Club with talkRADIO: Martini Three Ways!,HelenaNicklin,authored_by_her|tagged_helena,0,0,helena nicklin|helenasips,yes,https://www.thethreedrinkers.com/magazine-content/what-are-the-main-styles-of-martini
what-is-albarino-wine-white-wine-grapes-rias-baixas,Why Albariño from Rías Baixas is the Next Big Thing in White Wine,helena@thethreedrinkers.com,authored_by_her|tagged_helena,0,0,helena nicklin,yes,https://www.thethreedrinkers.com/magazine-content/what-is-albarino-wine-white-wine-grapes-rias-baixas
what-is-anosmia-lost-sense-of-smell,Anosmia: The devastating effects of losing your sense of smell,HelenaNicklin,authored_by_her|inline_byline|body_mentions,0,0,,yes,https://www.thethreedrinkers.com/magazine-content/what-is-anosmia-lost-sense-of-smell
what-is-beaujolais-day,Thursday Club with TalkRadio: Beaujolais Day!,HelenaNicklin,authored_by_her|tagged_helena,0,0,helena nicklin,yes,https://www.thethreedrinkers.com/magazine-content/what-is-beaujolais-day
what-is-cairanne-and-lirac-rhone-wine,Focus on Cairanne &amp; Lirac: Two Côtes du Rhône Cru,HelenaNicklin,authored_by_her|tagged_helena,0,0,cotes du rhonehelena nicklin|helena sips,yes,https://www.thethreedrinkers.com/magazine-content/what-is-cairanne-and-lirac-rhone-wine
what-is-cotes-du-rhone-wine,Côtes du Rhône: Boyband of wine,HelenaNicklin,authored_by_her|inline_byline|tagged_helena|image_mentions|body_mentions,78,67138,heelan nicklin,yes,https://www.thethreedrinkers.com/magazine-content/what-is-cotes-du-rhone-wine
what-is-orange-wine,What is Orange Wine?,HelenaNicklin,authored_by_her|image_mentions,0,0,,yes,https://www.thethreedrinkers.com/magazine-content/what-is-orange-wine
what-is-pimms-fruit-cup-summer-cup,What is Pimm's?,HelenaNicklin,authored_by_her,0,0,,yes,https://www.thethreedrinkers.com/magazine-content/what-is-pimms-fruit-cup-summer-cup
what-is-pinot-noir,What is Pinot Noir?,HelenaNicklin,authored_by_her,0,0,,yes,https://www.thethreedrinkers.com/magazine-content/what-is-pinot-noir
what-is-sherry-wine-basics-sherry-week,Bite-size Sherry Basics,HelenaNicklin,authored_by_her,0,0,,yes,https://www.thethreedrinkers.com/magazine-content/what-is-sherry-wine-basics-sherry-week
what-is-wine-finished-whisky,What is Wine Finished Whisky?,HelenaNicklin,authored_by_her|inline_byline|tagged_helena|body_mentions,0,0,helena nicklin,yes,https://www.thethreedrinkers.com/magazine-content/what-is-wine-finished-whisky
what-to-eat-with-albarino-wine,What to eat with Albariño wine: 3 recipes,HelenaNicklin,authored_by_her,137,11534,,yes,https://www.thethreedrinkers.com/magazine-content/what-to-eat-with-albarino-wine
which-is-the-driest-style-of-prosecco-guide-to-prosecco-styles,Which is the Driest Prosecco Style? Your Guide for National Prosecco Day,HelenaNicklin,authored_by_her|inline_byline|body_mentions,281,36621,,yes,https://www.thethreedrinkers.com/magazine-content/which-is-the-driest-style-of-prosecco-guide-to-prosecco-styles
which-wines-for-storecupboard-snacks,Which wine for storecupboard snacks?,HelenaNicklin,authored_by_her|tagged_helena,0,0,helena nicklin,yes,https://www.thethreedrinkers.com/magazine-content/which-wines-for-storecupboard-snacks
whisky-infused-with-a-severed-human-toe-anyone,"Whisky Infused with a Severed Human Toe, Anyone?",HelenaNicklin,authored_by_her|inline_byline|body_mentions,1066,141420,,yes,https://www.thethreedrinkers.com/magazine-content/whisky-infused-with-a-severed-human-toe-anyone
why-english-wine-is-your-new-go-to-luxury-drop,"Why English wine is your new go-to, luxury drop",HelenaNicklin,authored_by_her|tagged_helena,0,0,helena nicklin,yes,https://www.thethreedrinkers.com/magazine-content/why-english-wine-is-your-new-go-to-luxury-drop
why-fill-in-the-the-drinks-trust-industry-survey,Why fill in the The Drinks Trust industry survey,HelenaNicklin,authored_by_her|tagged_helena,0,0,helena nicklin,yes,https://www.thethreedrinkers.com/magazine-content/why-fill-in-the-the-drinks-trust-industry-survey
wine-pink-prosecco-rose-budget-prosecco-best-rose-prosecco-supermarkets,Top Pink Proseccos £10 and under,HelenaNicklin,authored_by_her|inline_byline|body_mentions,0,0,,yes,https://www.thethreedrinkers.com/magazine-content/wine-pink-prosecco-rose-budget-prosecco-best-rose-prosecco-supermarkets
wines-from-spain-awards-2022-the-champions,Wines From Spain Awards 2022: The Champions!,HelenaNicklin,authored_by_her,0,0,,yes,https://www.thethreedrinkers.com/magazine-content/wines-from-spain-awards-2022-the-champions
would-you-invest-in-vagina-beer,Would you invest in Vagina Beer?,HelenaNicklin,authored_by_her,66,16876,,yes,https://www.thethreedrinkers.com/magazine-content/would-you-invest-in-vagina-beer
your-abc-guide-to-umeshu-japans-other-drinks-jewel,Umeshu: Your ABC Guide to Japan’s ‘other’ drinks jewel,HelenaNicklin,authored_by_her|tagged_helena|image_mentions,75,8923,helena nicklin,yes,https://www.thethreedrinkers.com/magazine-content/your-abc-guide-to-umeshu-japans-other-drinks-jewel
