slug,title,date_published,category,top_3_tags,word_count,gsc_clicks_16mo,gsc_impressions_16mo,avg_position,action,reassign_to,first_200_chars,live_url,redirect_to
easy-whisky-cocktails-scotch-whisky-whiskey-cocktails,5 of The Best Scotch Whisky Cocktails to drink right now,2021-01-20,Cocktails,"burns night, scotch whisky, Scotch whisky cocktails",898,0,0,,drop,,"As we raise a toast to Robert Burns this January 25th, our friends at drinks retailer Bottle Club have compiled their most popular Scotch whisky cocktail recipes to celebrate Burns Night in style. Her",https://www.thethreedrinkers.com/magazine-content/easy-whisky-cocktails-scotch-whisky-whiskey-cocktails,
how-to-motivate-yourself-to-move-and-get-more-exercise,How to motivate yourself to move more!,2021-01-18,"Balance, Guides","wellness, mental health, mental health awareness",1025,0,0,,drop,,"Mind, Sense & Soul: Move Here’s something that might make you feel better: for millions of years, our ancestors had to work really hard to get enough food to have energy. It is therefore a normal inst",https://www.thethreedrinkers.com/magazine-content/how-to-motivate-yourself-to-move-and-get-more-exercise,
mind-sense-soul-scent-aroma-benefits-of-aromatherapy-smell-practice,How scent can transform your wellbeing,2021-01-13,Balance,"mental health, wellness, mental health awareness",610,0,0,,drop,,"Mind Sense & Soul: Scent Our sense of smell used to play a vital part in our evolution and survival, but although we rely less now on it now for that than our eyes and ears, we often take its importan",https://www.thethreedrinkers.com/magazine-content/balance/mind-sense-soul-scent-aroma-benefits-of-aromatherapy-smell-practice,
mind-sense-soul-write-journaling-how-creative-writing-journalling-helps-mental-health,"How writing a daily journal helps mental, emotional &amp; physical health",2021-01-07,"Balance, Guides","mental health, wellness",459,0,0,,drop,,"Mind, Sense & Soul: WRITE We should not underestimate the powers of creative writing and journalling to heal mental, emotional and even physical wounds. Daily journaling with real paper and pen has be",https://www.thethreedrinkers.com/magazine-content/balance/mind-sense-soul-write-journaling-how-creative-writing-journalling-helps-mental-health,
light-importance-everyday-mental-health-sad-syndrome,How Important is Light in our Everyday Life?,2021-01-04,"Balance, Guides","mental health, wellness, mcguigan zero",490,0,0,,drop,,"Click the image below to begin watching the video Click the image above to begin watching the video Mind, Sense & Soul: Light Bright, natural light, especially in the morning, boosts alertness, improv",https://www.thethreedrinkers.com/magazine-content/light-importance-everyday-mental-health-sad-syndrome,
drinks-retailers-delivering-during-lockdown,Wine &amp; Spirits Delivery: Lockdown 3 Guide,2021-01-03,"Beer, Wine, Spirits","lockdown, helena nicklin, the three drinkers",3065,0,0,,drop,,"This week, several friends have asked us to find out which merchants would deliver booze to them as Majestic are overrun. We put out a tweet to see which wine writers had written one of those incredib",https://www.thethreedrinkers.com/magazine-content/drinks-retailers-delivering-during-lockdown,
best-wine-gift-hamper-best-wine-tastings-best-sherry-present-christmas,"Fantastic Wine Gifts, Subscriptions &amp; Experiences",2020-12-10,"Guides, Wine","christmas gifts, Christmas Gift Guide, hattingley valley",891,0,0,,drop,,"We love our wine and have been spoiled for choice this year with the wonderful bottles we have tasted. Here’s a selection of some fantastic gift packages, experiences and subscriptions that really cau",https://www.thethreedrinkers.com/magazine-content/best-wine-gift-hamper-best-wine-tastings-best-sherry-present-christmas,
best-christmas-gifts-luxury-gifts,Luxury Epicurean &amp; Sensory Gifts for a Perfect Christmas,2020-12-09,"Gear & Gadgets, Guides, Lifestyle","coravin, Parks candles, Glencairn glass",1202,0,0,,drop,,"Although we are big fans of all things drink at 3DHQ, we love a nice scented candle or a quirky drinks related calendar too. Here are some of our favourite picks this festive season… Parks Luxury Scen",https://www.thethreedrinkers.com/magazine-content/best-christmas-gifts-luxury-gifts,
what-to-eat-with-albarino-wine,What to eat with Albariño wine: 3 recipes,2023-08-22,"Wine, Perfect Pairings, Food","wine, rias baixas, albarino",923,137,11534,10.1,,AidySmith,"The Albariño grape’s spiritual home is in the wet, green and blustery region of Rias Baixas within Galicia, northwestern Spain. A mixture of the cool climate, proximity of the vineyards to the sea, lo",https://www.thethreedrinkers.com/magazine-content/what-to-eat-with-albarino-wine,
best-christmas-cocktails-gift-cocktails-delivery-cocktail,5 Brilliant Bottled Cocktails to Try this Christmas,2020-12-08,"Guides, Spirits, Cocktails","cocktails, christmas cocktails, Tom Savano Cocktails",833,0,0,,drop,,"Bottled cocktails are tipped to be the big winners this rather strange festive season and we have seen a plethora of RTD cocktail companies spring up, some good and some… not so good. The perfect pre-",https://www.thethreedrinkers.com/magazine-content/best-christmas-cocktails-gift-cocktails-delivery-cocktail,
best-christmas-gift-cognac-present,Delicious Cognac to Drink and Gift this Christmas,2020-12-08,"Guides, Spirits","cognac, vsop cognac, Christmas Gift Guide",691,0,0,,drop,,"Cognac is back with a bang and it’s not just for cocktails, my friends. Cognac is a spirit made with grapes, which is then aged in oak and it can be a great place to ease yourself into the spirits wor",https://www.thethreedrinkers.com/magazine-content/best-christmas-gift-cognac-present,
best-christmas-red-wine-white-wine-rose-gift-champagne-present,Stunning Wines to Enjoy this Christmas,2020-12-08,"Guides, Wine","wine, christmas wine, red wine",1421,0,0,,drop,,"We love our wine and have been spoiled for choice this year with the wonderful bottles we have tasted. Here’s a selection of some that really caught our eye and our taste buds, that have that extra wo",https://www.thethreedrinkers.com/magazine-content/best-christmas-red-wine-white-wine-rose-gift-champagne-present,
best-christmas-whisky-gift-whiskey-christmas-present,The Best Whisk(e)y to Gift for Christmas,2020-12-01,"Guides, Spirits","whisky, whiskey, The Dalmore",843,0,0,,drop,,"Whisky really comes into its own at this time of year, so we wanted to highlight some of our favourites that we thought would make great gifts for Christmas - as well as brilliant bottles to keep by y",https://www.thethreedrinkers.com/magazine-content/best-christmas-whisky-gift-whiskey-christmas-present,
best-rum-christmas-gift-present,The Best Rums To Gift For Christmas,2020-12-01,"Rum, Spirits, Guides","rum, best rum, rum guide",763,0,0,,drop,,"Rum has been one of the winners of lockdown, with sales skyrocketing as people experiment more with cocktails at home and build their own home bars. We’ve also been hugely impressed with the new rums ",https://www.thethreedrinkers.com/magazine-content/best-rum-christmas-gift-present,
no-low-alcohol-best-drinks-christmas-present,The Best No-Low Alcohol To Drink and Gift for Christmas,2020-12-01,"No Low Drinks, Guides, Spirits","no alcohol, no-lo, no low",1193,0,0,,drop,,"With Lockdown 2 moving seamlessly into Christmas, the period of extended drinking just got a whole lot bigger! We find that having a stash of genuinely delicious, no and low alcohol drinks in the frid",https://www.thethreedrinkers.com/magazine-content/no-low-alcohol-best-drinks-christmas-present,
festive-recipe-persian-salmon-provencal-rose,Festive Recipe: Persian Salmon with Provencal Rosé,2020-11-26,"Wine, Perfect Pairings",provence,255,0,0,,drop,,"Persian Salmon Wraps with Vins de Provence Rosé Here’s a great recipe for Winter and a delicious wine to pair it with. If you’re interested in more festive recipes with Provencal rosé wine, tune into ",https://www.thethreedrinkers.com/magazine-content/festive-recipe-persian-salmon-provencal-rose,
online-home-wine-tasting-tips,Tips for Online and Home Wine Tastings,2020-11-26,Wine,"wine, online wine tasting, wine tasting",1293,0,0,,drop,,"Words by Helena Nicklin With Lockdown 2.0 well underway and the new tier system being announced, we’ve been inundated with questions about how best to go about holding your own online tastings. The po",https://www.thethreedrinkers.com/magazine-content/online-home-wine-tasting-tips,
best-french-rose-wine,7 Great French Rosé Wines for Summer,2020-05-26,Wine,"wine, rose wine, best rose wine",723,123,55308,26.6,,AidySmith,"Let’s face it: France really does knock it out of the park with fabulous rosé wines, especially down South where they are pale and pretty. Rosé wine also seems to be the category where producers can h",https://www.thethreedrinkers.com/magazine-content/best-french-rose-wine,
great-winter-rose-wines-best-pink-wine,4 Great Rosé Wines for Winter,2020-11-23,Wine,"wine, rose, the three drinkers",606,0,0,,drop,,"Words by Helena Nicklin I have always been a huge fan of pink wine in Winter and have frequently served them with roasts and full-on Christmas meals. Why? They are just so versatile. Quite often too, ",https://www.thethreedrinkers.com/magazine-content/great-winter-rose-wines-best-pink-wine,
3-reasons-to-love-the-small-beer-brew-co,5 Reasons to Love Small Beer,2020-11-21,Beer,"small beer, the three drinkers, helena nicklin",884,0,0,,drop,,"Words by Helena Nicklin ** NEWS ** Small Beer are offering 6 month subscription packs for the festive season. Running from December until May, you’ll get a gift pack to put under the tree, followed by",https://www.thethreedrinkers.com/magazine-content/3-reasons-to-love-the-small-beer-brew-co,
beaujolais-wine-guide-gamay-grape-best-beaujolais-nouveau,Your ABC Guide to Beaujolais,2020-11-19,Wine,"wine, beaujolais, beaujolais villages",793,0,0,,drop,,"Words by Helena Nicklin If you’re looking for a lighter style of red with all the flavour, then give Beaujolais a chance. As we celebrate Beaujolais Nouveau day (always on the third Thursday of Novemb",https://www.thethreedrinkers.com/magazine-content/beaujolais-wine-guide-gamay-grape-best-beaujolais-nouveau,
rasteau-aoc-wine-guide-rhone-french-wine,Rasteau: Your New Go-To Winter Red!,2020-11-19,Wine,"rhone, cotes du rhone, vinalogy",924,0,0,,drop,,"Words by Helena Nicklin What have Harry Styles, Robbie Williams and Rasteau AOC wine got in common? You may have seen our One Minute Wine Ace piece on Côtes du Rhône recently, which likens this much",https://www.thethreedrinkers.com/magazine-content/rasteau-aoc-wine-guide-rhone-french-wine,
one-minute-wine-ace-tempranillo-grape-guide-tempranillo-day,One Minute Wine Ace: Tempranillo,2020-11-11,Wine,"wine, wine lover, tempranillo",741,0,0,,drop,,"In the early hours of the morning, you spot him from your window. He’s back: the mysterious cowboy. The man is a legend in these parts and each town has a different name for him. You watch this alluri",https://www.thethreedrinkers.com/magazine-content/one-minute-wine-ace-tempranillo-grape-guide-tempranillo-day,
best-no-low-drinks-uk-beer-spirits-wine,New No and Low Drinks for November,2020-11-09,"Beer, Spirits, Wine","wine, beer, spirits",507,0,0,,drop,,"Sober October may be past but with lockdown and the festive season coming up, many of us are vowing to take it a little easier on the booze this time. Here are some great, new products that feel like ",https://www.thethreedrinkers.com/magazine-content/best-no-low-drinks-uk-beer-spirits-wine,
spanish-wine-old-vines-garnacha-grenache,What's so good about old vines?,2020-11-09,Wine,"wine, garnacha, grenache",65,0,0,,drop,,"Depending on where you are in the world, what constitutes an old vine could be anything from ten years to a hundred! Follow Aidy and Helena as they share with you what old vines bring to wine and whic",https://www.thethreedrinkers.com/magazine-content/spanish-wine-old-vines-garnacha-grenache,
what-is-orange-wine,What is Orange Wine?,2020-10-31,Wine,"orange wine, wine, Natural Wine",910,0,0,,drop,,"Let’s talk about orange wine, a wine drinking trend that has skyrocketed this year. There is so much confusion around this wine style though: is it new? Is it ancient? The answer is, it’s kind of both",https://www.thethreedrinkers.com/magazine-content/what-is-orange-wine,
best-world-whiskies-nikka-kavalan-mackmyra-pauljohn-starward,Around the World in 6 Whiskies,2020-10-28,Whisky,"whisky, Japanese whisky, English whisky",1066,0,0,,drop,,"Words by Katie Groves Katie Groves, the new bar manager at whisky lover’s heaven ‘Milroy's’ in London Soho, is lamenting the lack of travel but consoling herself with a whisky tasting tour from around",https://www.thethreedrinkers.com/magazine-content/best-world-whiskies-nikka-kavalan-mackmyra-pauljohn-starward,
why-fill-in-the-the-drinks-trust-industry-survey,Why fill in the The Drinks Trust industry survey,2020-10-28,"Spirits, Wine","whisky, whiskey, the three drinkers",428,0,0,,drop,,"Press release from the Drinks Trust Over the last few months, The Drinks Trust has been able to award a significant number of financial grants to people within the industry who have been struggling wi",https://www.thethreedrinkers.com/magazine-content/why-fill-in-the-the-drinks-trust-industry-survey,
carmenere-best-wines-food-pairing-tasting,Carmenère: Smoky Sorceress of Wine Grapes,2020-10-27,Wine,"wine, chilean wine, red wine",587,0,0,,drop,,"Words by Helena Nicklin Carmenère is a red grape that has really upped its game in the last few years. Fans of Cabernet Sauvignon will appreciate its similar, brooding, blackcurrant leaf flavour profi",https://www.thethreedrinkers.com/magazine-content/carmenere-best-wines-food-pairing-tasting,
best-budget-champagne-expensive-champagne,From Budget to Blow-out: 7 Outstanding Champagnes,2020-10-13,Wine,"champagne, Dom Perignon, Bollinger",1029,0,0,,drop,,"Words by Helena Nicklin Champagne: in victory, you deserve it; in defeat, you need it, so Napoleon Bonaparte famously said. I think we can all agree that 2020 has been that kind of year. At 3D towers,",https://www.thethreedrinkers.com/magazine-content/best-budget-champagne-expensive-champagne,
best-beer-lager-new-beers,"6 Marvellously Modern, New Beers",2020-10-05,Beer,"beer, lager, IPA",665,0,0,,drop,,"Words by Helena Nicklin To celebrate International Beer & Pizza Day on the 9th October (yes, it is a thing!) we’ve rounded up some delicious new beers with great stories to tell. Hiver Honey Blonde Be",https://www.thethreedrinkers.com/magazine-content/best-beer-lager-new-beers,
best-boxed-wine-bag-in-box-wine,8 Reasons to Try Boxed Wine,2020-09-29,Wine,"boxed wine, bib wine company, terre di faiano",1213,0,0,,drop,,"Words by Helena Nicklin Boxed wine, also known as bag-in-box wine, was one of the industry winners during lockdown with more than one in four people aged 25-34 buying them during this period, accordin",https://www.thethreedrinkers.com/magazine-content/best-boxed-wine-bag-in-box-wine,
super-premium-vodka-belvedere-heritage-176-rye-vodka,Super-Premium ‘Vodka’: Belvedere Heritage 176,2020-09-15,Spirits,"vodka, belvedere, belvedere heritage 176",705,0,0,,drop,,Words by Helena Nicklin The drinks industry is a fascinating place to be and we are constantly tasting drinks that delight and surprise. One such tasting happened with the launch of this wonderful spi,https://www.thethreedrinkers.com/magazine-content/super-premium-vodka-belvedere-heritage-176-rye-vodka,
jubel-best-gluten-free-fruit-beer,"Have you tried Jubel: the exciting, new style of beer?",2020-06-02,Beer,"beer, low alcohol",369,122,147197,9.8,,AidySmith,"What do you get when you cross craft beer with fruit? Add the fact that it’s gluten free, vegan and has a sociably low alcohol of 4% abv and the answer is Jubel beer - and you need to try it. Beer wit",https://www.thethreedrinkers.com/magazine-content/jubel-best-gluten-free-fruit-beer,
drinker-discoveries-six-sips-for-a-sizzling-summer,Drinker Discoveries: Six Refreshing Sips for a Sizzling Summer,2020-08-10,"No Low Drinks, Wine","cocktail, vermouth, rose wine",745,0,0,,drop,,"We’re lucky enough to taste all kinds of drinks given what we do and in Drinker Discoveries, we pick the best of the bunch. This week, I bring you a wealth of stunning sippers for the sunshine, from E",https://www.thethreedrinkers.com/magazine-content/drinker-discoveries-six-sips-for-a-sizzling-summer,
best-celebrity-wines,Sip Like a Celeb: 13 Celebrity Wines Available Right Now,2020-08-03,"Wine, Lifestyle","celebrity wine, kylie minogue, wine",970,0,0,,drop,,Words by Helena Nicklin Perfume lines and clothes ranges amongst A-listers are so 2018. It’s all about launching a wine brand nowadays; preferably something that says ‘down to earth sophistication’ th,https://www.thethreedrinkers.com/magazine-content/best-celebrity-wines,
alcohol-canned-drinks-for-summer,5 Cracking Canned Drinks for the Summer,2020-07-29,Spirits,,625,0,0,,drop,,"Words by Helena (@Helenasips) There is a drinks trend sweeping the US that is now also hitting home shores in the UK: Canned drinks. Cocktails! Hard Seltzers! Usually low calorie, low alcohol, pretty ",https://www.thethreedrinkers.com/magazine-content/alcohol-canned-drinks-for-summer,
one-drink-three-ways-belvedere-organic-infusions,"One Drink, Three Ways: Belvedere Organic Infusions",2021-11-10,"Spirits, Guides, Cocktails","one drink three ways, whisky, cocktails",494,83,7391,15.1,,AidySmith,"One Drink, Three Ways is the signature feature by The Three Drinkers. Join The Three Drinkers’ Helena, Aidy and Colin as they take one bottle and create a trio of phenomenal serves which you can enjoy",https://www.thethreedrinkers.com/magazine-content/one-drink-three-ways-belvedere-organic-infusions,
ardbeg-whisky-dj-bbq,This Summer: The Smoke Sessions with Ardbeg Whisky and DJ BBQ,2020-07-21,"Scotch, Spirits, Whiskey","whisky, whiskey, Ardbeg",353,0,0,,drop,,Words by Helena Nicklin It’s great news for fans of smoked meat and smoky whiskies as world-renowned Islay Distillery Ardbeg teams up with the brilliant master of the grill: Christian Stevenson aka DJ,https://www.thethreedrinkers.com/magazine-content/ardbeg-whisky-dj-bbq,
simple-smoky-whisky-cocktails-bbq,"3 Simple, Smoky, Whisky Cocktails For Your BBQ",2020-07-21,"Bourbon, Scotch, Spirits","Ardbeg, whisky, cocktails",365,0,0,,drop,,"Words by Helena Nicklin Ardbeg, one of our favourite Islay distilleries has created ‘Smoke Sessions’ video guides to barbecuing meat and smoky drinks with grilling legend DJ BBQ (you can read about th",https://www.thethreedrinkers.com/magazine-content/simple-smoky-whisky-cocktails-bbq,
best-wines-for-romance-most-romantic-wines,3 Wines for Romantic Moments,2020-07-17,"Wine, Guides","wine, rose, rose wine",507,0,0,,drop,,"Words by Helena Nicklin ﻿ As the sun returns, we’re feeling the love! I spoke to Kevin O’Sullivan on talkRADIO recently about the best kinds of wines for romantic times. My thoughts turned to three st",https://www.thethreedrinkers.com/magazine-content/best-wines-for-romance-most-romantic-wines,
drinker-discoveries-mead-bitters-handsanitiser-best-drinks-products-gift-guide,Drinker Discoveries: 5 New Products For Your Next Socially Distanced Gathering,2020-07-15,"Spirits, Beer, Guides","beer, vodka, bitters",593,0,0,,drop,,"A The Three Drinkers, we love all things drinky, be they wine, beer or spirits-related, no and low drinks, bitters or even gadgets and lifestyle products. Here’s a selection of some things that have d",https://www.thethreedrinkers.com/magazine-content/drinker-discoveries-mead-bitters-handsanitiser-best-drinks-products-gift-guide,
premixed-negroni-summer-cocktails,6 Perfectly Premixed Negronis for the Summer,2020-07-15,"Spirits, Gin, Cocktails","negroni, gin, campari",614,0,0,,drop,,"Words by Helena Nicklin From what we can see at The Three Drinkers, one of this summer’s top drinks trends is bottled cocktails and drinks subscriptions services. There are several new companies that ",https://www.thethreedrinkers.com/magazine-content/premixed-negroni-summer-cocktails,
one-drink-three-ways-aloha-65-spirit-cocktails,"One Drink, Three Ways: Aloha 65",2020-07-09,"Whisky, Spirits, Cocktails","one drink three ways, whisky, cocktails",401,0,0,,drop,,"One Drink, Three Ways is the signature feature by The Three Drinkers. Join The Three Drinkers’ Helena, Aidy and Colin as they take one bottle and create a trio of phenomenal serves which you can enjoy",https://www.thethreedrinkers.com/magazine-content/one-drink-three-ways-aloha-65-spirit-cocktails,
drinker-discoveries-helena-gift-guide-best-wine-spirits-gadgets,"Drinker Discoveries: CBD Bitters, New Spirits, Great Wine and Gadgets",2020-07-08,"Wine, Spirits, Guides","wine, spirits, bitters",615,0,0,,drop,,"At The Three Drinkers, we are lucky enough to receive various samples of new drinks and lifestyle products over time. In these Drinker Discovery guides, we pick our absolute favourites as well as ente",https://www.thethreedrinkers.com/magazine-content/drinker-discoveries-helena-gift-guide-best-wine-spirits-gadgets,
what-is-cotes-du-rhone-wine,Côtes du Rhône: Boyband of wine,2020-05-12,"Wine, Guides","wine, rhone, cotes du rhone",731,78,67138,33.6,drop,,"Words by Helena Nicklin Côtes du Rhône wine is many people’s go-to, comforting red wine style but they are not all created equal. Here’s what you need to know with a tasting tour to help you discover.",https://www.thethreedrinkers.com/magazine-content/what-is-cotes-du-rhone-wine,
best-english-sparkling-wines,English Sparkling Wines to Rival Champagne: Names You Need To Know,2020-06-24,Wine,"wine, english wine, english sparkling wine",993,0,0,,drop,,Words by Helena Nicklin This article produced by Helena was originally written for and published by Luxurious Magazine in January 2020. You may have heard about the rise of English fizz; you may still,https://www.thethreedrinkers.com/magazine-content/best-english-sparkling-wines,
premium-californian-wine-producers,Premium Californian Wine: 3 Must-Know Producers,2020-06-24,Wine,"wine, California, the three drinkers",1008,0,0,,drop,,"What does Californian wine mean to you? In the UK at least, it's not the easiest to find the real gems. I’m talking about those exclusive, hand-made wines; the ones sought after by wine lovers the wor",https://www.thethreedrinkers.com/magazine-content/premium-californian-wine-producers,
father-day-gift-ideas-drinks-whisky-wine-beer-rum-gin,Father's Day Gift Ideas For Drinks Lovers,2020-06-17,"Beer, Spirits, Wine","father's day, father's day, wine",1126,0,0,,drop,,Words by Helena Nicklin Every dad is different as is every son or daughter. What can you give him that showcases his personality or yours? Here is our pick of some delicious drinky gifts that will sui,https://www.thethreedrinkers.com/magazine-content/father-day-gift-ideas-drinks-whisky-wine-beer-rum-gin,
tasting-terroir-wakefield-jaraman-chardonnay,Tasting Terroir: Wakefield ‘Jaraman’ Chardonnay,2020-06-17,Wine,"wine, chardonnay, the three drinkers",465,0,0,,drop,,"They say the more you know about a subject, the more you enjoy it and nowhere is this more true than with the wonderful world of wine. Understanding what makes a Chardonnay (for example), from one reg",https://www.thethreedrinkers.com/magazine-content/tasting-terroir-wakefield-jaraman-chardonnay,
the-best-red-wines-to-have-chilled,The Best Red Wines To Have Chilled,2020-06-15,Wine,"wine, the three drinkers, talk radio",960,0,0,,drop,,"Some red wines are perfect for chilling in this warmer weather. It’s certainly true that some wine grapes and wine styles work better than others when it comes to what goes in the fridge, so here’s wh",https://www.thethreedrinkers.com/magazine-content/the-best-red-wines-to-have-chilled,
gin-cheesecake-recipe-gin-day,The Ultimate Gin Cheesecake Recipe,2020-06-10,"Perfect Pairings, Spirits","gin, the three drinkers, helena nicklin",293,0,0,,drop,,"With World Gin Day 2020 happening on the 13th June, our thoughts are turning to the juniper-scented deliciousness of Gin and various ways of enjoying it. This week, we came across this incredible Gin ",https://www.thethreedrinkers.com/magazine-content/gin-cheesecake-recipe-gin-day,
best-wine-gadget-coravin-model-six,Wine Gadget: Coravin Model Six,2020-06-09,"Gear & Gadgets, Wine","wine, wine gadget, coravin",370,0,0,,drop,,"Those of you who read our previous article on the Coravin Model Eleven and Coravin Moments , will want to know about the new Coravin Model Six. Coravin, as you may know, is the ultimate wine preservin",https://www.thethreedrinkers.com/magazine-content/best-wine-gadget-coravin-model-six,
one-minute-wine-ace-wine-style-guide-cabernet-sauvignon,One Minute Wine Ace: Cabernet Sauvignon,2020-06-09,"Bordeaux, Wine, Guides","wine guide, helena nicklin, vinalogy",565,0,0,,drop,,"You can generally presume that all professional, male rugby players have certain elements in common: they are full in body, fairly heavy and well structured. There are forwards who pack a slightly big",https://www.thethreedrinkers.com/magazine-content/one-minute-wine-ace-wine-style-guide-cabernet-sauvignon,
best-half-red-white-rose-wine-bottles,Mindful Drinking: Fine Wine in Half Bottles,2020-06-03,"Guides, Wine","wine, red wine, white wine",580,0,0,,drop,,"If you’re anything like me and my other half, you may be looking at your lockdown alcohol consumption over the past couple of months and thinking ‘oops!’ When did a glass of wine a night become a bott",https://www.thethreedrinkers.com/magazine-content/best-half-red-white-rose-wine-bottles,
your-abc-guide-to-umeshu-japans-other-drinks-jewel,Umeshu: Your ABC Guide to Japan’s ‘other’ drinks jewel,2023-12-28,"Wine, Spirits","sake, umeshu, helena nicklin",729,75,8923,14.1,drop,,"When we think of alcoholic, Japanese drinks, sake often takes centre stage but there's another, less obvious drinky gem that deserves the spotlight: Umeshu. This sweet elixir, made from plump ume frui",https://www.thethreedrinkers.com/magazine-content/your-abc-guide-to-umeshu-japans-other-drinks-jewel,
the-main-styles-of-tequila,The main styles of tequila,2022-05-05,Spirits,"tequila, Tequila blanco, tequila anejo",554,74,81301,17.3,,AidySmith,"It’s Cinco de Mayo - the 5th of May - a day when all things Mexican are celebrated and in my world, that usually means one thing: tequila! It makes me happy. We’re tasting a few with Mike Graham on ta",https://www.thethreedrinkers.com/magazine-content/the-main-styles-of-tequila,
best-wine-cooler,Is this the best wine cooler ever?,2020-05-27,"Gear & Gadgets, Gear & Gadgets, Wine",wine,276,0,0,,drop,,"We’ve finally discovered a brilliant way to cool wine down that solves loads of problems! Heilo is a new company that is taking cooling wine to the next level with its space saving, incredibly efficie",https://www.thethreedrinkers.com/magazine-content/best-wine-cooler,
one-drink-three-ways-barefoot-wine-cocktails,"One Drink, Three Ways: Wine Cocktails with Barefoot Wine",2022-06-27,"Wine, One Drink Three Ways, Cocktails","the three drinkers, helena nicklin, aidy smith",501,66,12703,8.2,,AidySmith,"One Drink, Three Ways is the signature feature by The Three Drinkers. Join The Three Drinkers’ Helena, Aidy and Colin as they take one bottle and create a trio of phenomenal serves which you can enjoy",https://www.thethreedrinkers.com/magazine-content/one-drink-three-ways-barefoot-wine-cocktails,
would-you-invest-in-vagina-beer,Would you invest in Vagina Beer?,2020-04-08,Beer,"beer, the three drinkers, yoni beer",368,66,16876,8.8,,AidySmith,"Would you invest in Vagina Beer? It’s the first of its kind in the world, folks! And quite possibly the last, but we thought you needed to hear this story. It’s all about a company raising funds on In",https://www.thethreedrinkers.com/magazine-content/would-you-invest-in-vagina-beer,
chardonnay-styles,One Minute Wine Ace: Chardonnay,2020-05-18,"Wine, Guides","wine, chardonnay, vinalogy",969,0,0,,drop,,"Words by Helena Nicklin Weren’t there always at least four people in your class with the same first name at school? In my year, it was Kate : fat ones; skinny ones; drippy ones; foreign ones, you name",https://www.thethreedrinkers.com/magazine-content/chardonnay-styles,
redbreast,Enter The Redbreast Whiskey Ballot,2020-05-16,Whisky,"whisky, whiskey, world whisky day",270,0,0,,drop,,Much loved and lauded Irish whiskey brand Redbreast are causing quite the excitement this World Whisky Day with the eagerly anticipated launch of their third Dream Cask edition. With just over 900 bot,https://www.thethreedrinkers.com/magazine-content/redbreast,
best-whisky-tasting-glass,Have you tried the world’s favourite whisky glass?,2020-05-12,Spirits,"whisky, the three drinkers",365,0,0,,drop,,"Tumblers, highballs, shot glasses, even? What have you used for sipping your whisky? One thing’s for sure: most whisky aficionados now turn to one particular glass. It’s made by the family-owned Glenc",https://www.thethreedrinkers.com/magazine-content/best-whisky-tasting-glass,
how-human-connection-amp-compassion-helps-us-thrive,How Human Connection &amp; Compassion Helps Us Thrive,2021-01-22,Balance,"wellness, mental health, mental health awareness",1238,63,9804,14.3,drop,,"Mind, Sense, Soul: Connection I learned something this week that blew my mind: Human connection and compassion are more important for curing illnesses and helping us live longer than any health interv",https://www.thethreedrinkers.com/magazine-content/how-human-connection-amp-compassion-helps-us-thrive,
one-minute-wine-ace-pinot-noir,One Minute Wine Ace: Pinot Noir,2020-05-06,Wine,"wine, pinot noir, vinalogy",573,0,0,,drop,,"Words by Helena Nicklin Pinot Noir: the red grape like a female dancer, graceful and elegant in a cherry silk gown, dancing barefoot in a lavender field. She may be notoriously temperamental and some ",https://www.thethreedrinkers.com/magazine-content/one-minute-wine-ace-pinot-noir,
one-drink-three-ways-brown-brothers-orange-muscat-and-flora-sweet-wine-cocktails,"One Drink, Three Ways: Brown Brothers Orange Muscat &amp; Flora",2023-08-04,"Spirits, Guides, Cocktails","one drink three ways, whisky, cocktails",481,60,8524,19.4,,AidySmith,"One Drink, Three Ways is the signature feature by The Three Drinkers. Join us as we take one bottle and create a trio of phenomenal serves that you can enjoy anytime, anywhere. From rums and whiskies ",https://www.thethreedrinkers.com/magazine-content/one-drink-three-ways-brown-brothers-orange-muscat-and-flora-sweet-wine-cocktails,
one-minute-wine-ace-sauvignon-blanc,One Minute Wine Ace: Sauvignon Blanc,2020-04-28,"Wine, Guides","wine, Sauvignon Blanc, bordeaux",435,0,0,,drop,,Words by Helena Nicklin Sauvignon Blanc. Arguably the most recognisable white grape variety around and the ‘Marmite’ of wines; you either love it or you hate it. This zesty grape is all about cut gras,https://www.thethreedrinkers.com/magazine-content/one-minute-wine-ace-sauvignon-blanc,
which-wines-for-storecupboard-snacks,Which wine for storecupboard snacks?,2020-04-28,"Wine, Guides","Wine pairing, helena nicklin, vinalogy",739,0,0,,drop,,Today was a proud day. Helena got to write for the nation’s most popular newspaper: The Sun. And what better subject could there be than wine to go with your isolation diet? Here’s a version of what s,https://www.thethreedrinkers.com/magazine-content/which-wines-for-storecupboard-snacks,
hamishs-famous-amaretto-crumble,Hamish’s ‘famous’ Amaretto Crumble,2020-04-23,Perfect Pairings,"amaretto, the three drinkers",405,0,0,,drop,,"Who’s Hamish? He’s Helena’s husband who has been the perfect ‘housewife’ during lockdown and nailed the art of one particular pud: the Amaretto crumble! Why is this relevant? Well, one little Three Dr",https://www.thethreedrinkers.com/magazine-content/hamishs-famous-amaretto-crumble,
